player_id,player_name,player_state,summed_minutes_played,form,fdr,pts_irf,player_position,player_cost,opp,gwk_31_pts
458,Virgínia,100,47,0.4,2,0,GKP,4.3,BHA,0
459,Kean,0,0,0,2,0,MID,4.9,BHA,0
460,Casilla,100,0,0,5,0,MID,4.5,MCI,0
461,Davis,100,0,0,5,1,FWD,5,MCI,0
462,Steffen,100,0,0,3,0,MID,4.8,LEE,0
463,Tuanzebe,100,0,0,4,0,MID,4.7,TOT,0
464,Williams,100,1,0.2,4,0,DEF,4,TOT,0
466,Button,100,0,0,2,0,DEF,4.1,SOU,0
468,Harper,0,0,0,2,0,DEF,3.9,SOU,0
469,Felipe Anderson,0,0,0,4,0,DEF,4.3,LEI,0
471,Rúnarsson,100,0,0,2,0,MID,4.3,SHU,0
472,Molumby,0,0,0,4,0,DEF,4.3,EVE,0
474,Caballero,100,0,0,3,0,MID,4.7,CRY,0
475,Nkounkou,100,0,0,2,0,FWD,5.1,BHA,0
476,Gbamin,100,11,0.2,2,0,DEF,4.4,BHA,0
477,Rodák,25,0,0,3,0,FWD,6,WOL,0
478,Le Marchand,0,0,0,3,1,DEF,4.7,WOL,0
479,Odoi,100,0,0,3,0,DEF,3.9,WOL,0
480,Gray,0,0,0,4,0,DEF,5,WHU,0
481,Leshabela,100,0,0,4,0,MID,4.9,WHU,0
482,Slimani,100,0,0,4,0,GKP,4,WHU,0
484,Tsimikas,100,0,0,3,0,FWD,4.5,AVL,0
485,Delap,100,0,0,3,0,MID,4.3,LEE,0
487,Ighalo,0,0,0,4,0,DEF,4.4,TOT,0
491,Vokins,0,0,0,2,0,MID,4.4,WBA,0
492,Obafemi,0,0,0,2,0,DEF,4.7,WBA,0
494,Ruddy,100,1,0.2,2,0,DEF,4.7,FUL,0
495,Buur,0,0,0,2,0,MID,4.8,FUL,0
496,Vinagre,0,0,0,2,0,DEF,4.8,FUL,0
497,Macey,0,0,0,2,0,MID,5.1,SHU,0
498,Sokratis,0,0,0,2,0,DEF,4.4,SHU,0
499,Saliba,0,0,0,2,0,FWD,4.5,SHU,0
500,Özil,25,0,0,2,0,MID,4.3,SHU,0
501,Torreira,0,0,0,2,0,GKP,4.3,SHU,0
502,Guendouzi,0,0,0,2,0,FWD,5.7,SHU,0
503,Heaton,100,0,0,4,0,DEF,4.3,LIV,0
504,Steer,100,0,0,4,0,GKP,4.2,LIV,0
505,Nyland,0,0,0,4,0,DEF,3.8,LIV,0
506,Engels,100,0,0,4,0,GKP,4.4,LIV,0
507,Bree,0,0,0,4,0,DEF,4.1,LIV,0
508,Guilbert,0,0,0,4,0,DEF,4.2,LIV,0
509,Lansbury,25,0,0,4,0,MID,4.5,LIV,0
510,Jota,0,0,0,4,0,GKP,3.9,LIV,0
514,Wesley,25,0,0,4,0,DEF,3.9,LIV,0
515,Samatta,25,0,0,4,0,MID,4.3,LIV,0
516,Vassilev,0,0,0,4,0,MID,6.1,LIV,0
517,Walton,100,0,0,4,0,FWD,5.9,EVE,0
518,Steele,100,0,0,4,0,GKP,4.4,EVE,0
520,Duffy,0,0,0,4,0,FWD,6,EVE,0
521,Montoya,25,0,0,4,0,MID,5.5,EVE,0
522,Clarke,0,0,0,4,0,MID,4.5,EVE,0
524,Mooy,0,0,0,4,0,MID,4.5,EVE,0
525,Izquierdo,100,0,0,4,0,GKP,4.6,EVE,0
530,Murray,0,0,0,4,0,DEF,4,EVE,0
531,Andone,25,0,0,4,0,MID,5,EVE,0
532,Peacock-Farrell,100,0,0,2,0,MID,4.5,NEW,1
534,Gibson,0,0,0,2,0,GKP,4.3,NEW,0
535,Thomas,0,0,0,2,0,DEF,4.1,NEW,0
536,Driscoll-Glennon,100,0,0,2,0,DEF,4.2,NEW,0
538,Goodridge,0,0,0,2,0,MID,5.1,NEW,0
542,Tomori,0,0,0,3,0,MID,4.4,CRY,0
544,Hennessey,100,0,0,4,0,FWD,4.9,CHE,0
547,Kelly,100,0,0,4,0,FWD,4.5,CHE,0
548,Ferguson,25,0,0,4,0,DEF,4.9,CHE,0
549,Woods,0,0,0,4,0,FWD,4.3,CHE,0
550,Inniss,0,0,0,4,0,MID,4.4,CHE,0
552,Meyer,0,0,0,4,0,FWD,6.1,CHE,0
553,Pierrick,0,0,0,4,0,MID,4.5,CHE,0
554,Wickham,100,0,0,4,0,MID,4.5,CHE,0
555,Lössl,0,0,0,2,0,FWD,4.4,BHA,0
557,Branthwaite,0,0,0,2,0,DEF,3.9,BHA,0
563,Fabri,100,0,0,3,0,FWD,4.6,WOL,0
564,Bettinelli,0,0,0,3,0,FWD,4.5,WOL,0
565,Hector,100,0,0,3,0,GKP,4.3,WOL,0
566,Christie,0,0,0,3,0,DEF,3.9,WOL,0
567,Mawson,0,0,0,3,0,DEF,4.1,WOL,0
568,Sessegnon,0,0,0,3,0,GKP,4,WOL,0
570,McDonald,25,0,0,3,0,DEF,4.8,WOL,0
571,Johansen,25,0,0,3,0,DEF,4,WOL,0
572,Knockaert,25,0,0,3,0,MID,6.7,WOL,0
573,Seri,25,0,0,3,0,MID,4.7,WOL,0
574,Ward,100,0,0,4,0,MID,4.7,WHU,0
575,Benkovic,0,0,0,4,0,MID,4.5,WHU,0
577,Silva,0,0,0,4,0,GKP,4.5,WHU,0
578,James,0,0,0,4,0,GKP,3.9,WHU,0
581,Miazek,0,0,0,5,0,GKP,4,MCI,0
582,Caprile,100,0,0,5,0,DEF,4.4,MCI,0
583,Douglas,0,0,0,5,0,DEF,4.5,MCI,0
584,Casey,100,0,0,5,0,DEF,4.3,MCI,0
587,Forshaw,0,0,0,5,0,MID,4.3,MCI,0
588,Grot,0,0,0,5,0,MID,5.9,MCI,0
589,Stevens,0,0,0,5,0,MID,4.5,MCI,0
590,Bogusz,0,0,0,5,0,MID,4.5,MCI,0
596,Harry Wilson,0,0,0,3,0,MID,4.4,AVL,0
597,Elliott,0,0,0,3,0,FWD,5.9,AVL,0
600,Bravo,0,0,0,3,0,FWD,4.3,LEE,0
603,Otamendi,0,0,0,3,0,GKP,4,LEE,0
606,Doyle,100,0,0,3,0,GKP,3.9,LEE,0
607,Bernabé,100,0,0,3,0,GKP,3.9,LEE,0
608,Palmer,100,0,0,3,0,DEF,4.3,LEE,0
611,Romero,25,0,0,4,0,DEF,4.5,TOT,0
614,Smalling,0,0,0,4,0,DEF,4.4,TOT,0
615,Rojo,0,0,0,4,0,DEF,4.5,TOT,0
616,Jones,25,0,0,4,0,MID,5,TOT,0
617,Fosu-Mensah,0,0,0,4,0,MID,4.5,TOT,0
618,Dalot,0,0,0,4,0,MID,4.5,TOT,0
619,Mengi,0,0,0,4,0,MID,4.5,TOT,0
620,Pereira,0,0,0,4,0,MID,5,TOT,0
621,Chong,0,0,0,4,0,FWD,4.8,TOT,0
622,Garner,0,0,0,4,0,FWD,4.8,TOT,0
625,Gillespie,100,0,0,2,0,GKP,4,BUR,0
627,Lejeune,0,0,0,2,0,DEF,3.9,BUR,0
628,Watts,0,0,0,2,0,DEF,3.9,BUR,0
629,Atsu,25,0,0,2,0,DEF,3.9,BUR,0
630,Aarons,0,0,0,2,0,DEF,4,BUR,0
631,Muto,0,0,0,2,0,DEF,5,BUR,0
632,Moore,25,0,0,3,0,DEF,6,ARS,0
633,Foderingham,100,0,0,3,0,DEF,7,ARS,0
636,Freeman,0,0,0,3,0,DEF,8,ARS,0
639,Gunn,0,0,0,2,0,DEF,9,WBA,0
642,Boufal,0,0,0,2,0,DEF,10,WBA,0
643,Sims,0,0,0,2,0,DEF,11,WBA,0
647,Gazzaniga,0,0,0,4,0,DEF,12,MUN,0
648,Hart,100,0,0,4,0,DEF,13,MUN,0
649,Rose,25,0,0,4,0,DEF,14,MUN,0
650,Sessegnon,0,0,0,4,0,DEF,15,MUN,0
651,Foyth,0,0,0,4,0,DEF,16,MUN,0
652,Carter-Vickers,0,0,0,4,0,DEF,17,MUN,0
653,Fernandes,0,0,0,4,0,DEF,18,MUN,0
654,Skipp,0,0,0,4,0,DEF,19,MUN,0
657,Kipre,0,0,0,2,0,DEF,20,SOU,0
658,Leko,0,0,0,2,0,DEF,21,SOU,0
659,Zohore,0,0,0,2,0,DEF,22,SOU,0
661,Martin,100,0,0,4,0,DEF,23,LEI,0
662,Roberto,0,0,0,4,0,DEF,24,LEI,0
666,Wilshere,0,0,0,4,0,DEF,25,LEI,0
668,Hugill,0,0,0,4,0,DEF,26,LEI,0
669,Ajeti,0,0,0,4,0,DEF,27,LEI,0
671,Sarkic,0,0,0,2,0,DEF,28,FUL,0
673,Bennett,0,0,0,2,0,DEF,29,FUL,0
678,Jordao,0,0,0,2,0,DEF,30,FUL,0
679,Shabani,0,0,0,2,0,DEF,31,FUL,0
683,Bonatini,0,0,0,2,0,DEF,32,FUL,0
684,Campana,100,0,0,2,0,DEF,33,FUL,0
685,Taylor,100,0,0,4,0,DEF,34,LIV,0
