player_id,player_name,player_state,summed_minutes_played,form,fdr,pts_irf,opp,player_position,player_cost,gwk_34_pts
179,Ayew,100,408.0,1.80,4,2.00,"MCI ",FWD,5.6,1
180,Mina,100,148.0,0.60,2,1.30,"AVL ",DEF,5.5,0
181,Ndidi,100,270.0,0.80,2,0.00,"SOU ",MID,4.8,2
182,Joelinton,100,270.0,0.80,3,7.00,"ARS ",FWD,5.7,1
183,Aurier,100,270.0,0.80,2,8.00,"SHU ",DEF,5.2,14
184,Moutinho,75,238.0,1.20,2,2.00,"WBA ",MID,5.1,0
185,Xhaka,100,343.0,1.80,2,3.00,"NEW ",MID,5.2,2
186,"Douglas Luiz",100,420.0,1.60,3,2.30,"EVE ",MID,4.8,1
187,Loftus-Cheek,0,246.0,1.60,4,0.00,"CHE ",MID,5.9,0
188,Costa,75,227.0,1.40,3,0.00,"BHA ",MID,5.0,0
189,Fred,100,403.0,3.20,4,3.00,"LIV ",MID,5.3,0
190,Dier,100,270.0,0.80,2,2.00,"SHU ",DEF,4.6,6
191,Maitland-Niles,100,445.0,3.00,2,0.00,"WOL ",DEF,4.6,1
192,Gallagher,100,198.0,0.80,2,0.00,"WOL ",MID,5.5,2
193,Dawson,100,305.0,-0.60,2,6.00,"BUR ",DEF,4.5,1
194,Torres,100,191.0,2.80,3,4.00,"CRY ",MID,6.9,9
195,Townsend,100,450.0,2.20,2,0.00,"WOL ",DEF,4.4,5
196,Brownhill,100,447.0,2.00,4,2.00,"WHU ",MID,4.9,2
197,Iwobi,100,182.0,1.00,2,1.50,"AVL ",MID,5.9,2
198,Struijk,100,315.0,2.20,3,2.00,"BHA ",DEF,4.0,1
199,Coleman,100,301.0,5.80,2,3.90,"AVL ",DEF,4.8,1
200,Mitrović,100,252.0,2.40,4,0.00,"CHE ",FWD,5.5,1
201,Zinchenko,100,270.0,1.00,3,6.00,"CRY ",DEF,5.5,1
202,Shelvey,100,450.0,2.40,3,2.00,"ARS ",MID,5.3,2
203,Phillips,100,361.0,3.00,2,0.00,"WOL ",MID,5.1,1
204,Milivojevic,100,442.0,4.40,4,2.00,"MCI ",MID,5.6,1
205,Fleck,100,450.0,2.20,4,6.00,"TOT ",MID,5.6,2
206,Ceballos,100,327.0,3.60,2,0.00,"NEW ",MID,4.7,3
207,Kanté,100,209.0,1.20,2,0.00,"FUL ",MID,4.9,1
208,Riedewald,100,389.0,1.60,4,1.00,"MCI ",MID,4.4,1
209,Albrighton,100,194.0,2.40,2,2.00,"SOU ",MID,5.2,1
210,Phillips,100,450.0,2.00,3,0.00,"BHA ",MID,4.9,0
211,Fabinho,100,450.0,2.00,4,1.00,"MUN ",MID,5.4,0
212,Hudson-Odoi,100,450.0,2.00,2,0.00,"FUL ",MID,5.7,0
213,Ward,100,450.0,2.00,4,0.00,"MCI ",DEF,4.3,1
214,Trézéguet,0,187.0,3.60,3,3.30,"EVE ",MID,5.2,0
215,Ziyech,100,199.0,1.80,2,2.00,"FUL ",MID,7.9,3
216,Schlupp,100,99.0,2.20,4,0.00,"MCI ",MID,5.3,1
217,Rodrigo,100,25.0,0.00,3,2.00,"BHA ",FWD,5.7,1
218,Henderson,0,0.0,0.00,4,3.00,"MUN ",MID,5.4,0
219,Gabriel,100,180.0,0.40,2,0.00,"NEW ",DEF,4.9,6
220,Lallana,75,387.0,2.20,3,0.00,"LEE ",MID,6.2,0
221,Robinson,100,280.0,1.20,4,-2.00,"CHE ",DEF,4.4,1
222,Murphy,100,380.0,3.00,3,1.00,"ARS ",MID,4.9,2
223,Redmond,100,224.0,3.60,4,0.00,"LEI ",MID,6.4,2
224,Kilman,100,0.0,0.00,2,0.00,"WBA ",DEF,3.9,1
225,"van Aanholt",100,450.0,1.60,4,0.00,"MCI ",DEF,5.4,0
226,Christensen,100,327.0,3.60,2,0.00,"FUL ",DEF,4.7,8
227,Kovacic,50,172.0,0.60,2,3.00,"FUL ",MID,5.3,0
228,Cooper,0,135.0,0.00,3,2.00,"BHA ",DEF,4.3,0
229,Baldock,100,404.0,1.80,4,0.00,"TOT ",DEF,4.9,0
230,Davies,0,33.0,0.20,2,2.00,"SHU ",DEF,4.5,0
231,Vydra,100,318.0,4.20,4,1.00,"WHU ",FWD,4.8,2
232,Lemina,100,424.0,2.40,4,0.00,"CHE ",MID,4.5,2
233,Laporte,100,225.0,2.80,3,0.00,"CRY ",DEF,6.0,6
234,"Oriol Romeu",0,0.0,0.00,4,0.00,"LEI ",MID,4.5,0
235,"Smith Rowe",100,196.0,1.00,2,6.00,"NEW ",MID,4.2,0
236,Pieters,100,212.0,1.40,4,2.00,"WHU ",DEF,4.3,0
237,Rodriguez,100,43.0,0.80,4,1.00,"WHU ",FWD,5.7,1
238,Hendrick,100,46.0,0.40,3,1.00,"ARS ",MID,4.5,0
239,Benrahma,100,132.0,1.20,2,3.00,"BUR ",MID,5.9,7
240,"Fabio Silva",100,122.0,2.60,2,6.00,"WBA ",FWD,5.2,8
241,Pérez,100,156.0,1.80,2,0.00,"SOU ",MID,6.0,1
242,Barnes,100,156.0,1.80,4,0.00,"WHU ",FWD,6.0,1
243,Alonso,100,156.0,1.80,2,0.00,"FUL ",DEF,5.7,1
244,Tete,75,288.0,1.00,4,2.00,"CHE ",DEF,4.3,0
245,Mendy,100,253.0,4.60,3,0.00,"CRY ",DEF,5.9,12
246,"Ait Nouri",100,359.0,2.80,2,1.00,"WBA ",DEF,5.0,2
247,Willock,0,108.0,4.00,3,3.50,"ARS ",MID,4.7,0
248,Lundstram,100,279.0,1.00,4,1.00,"TOT ",MID,4.9,0
249,Diagne,100,405.0,4.60,2,3.30,"WOL ",FWD,6.0,8
250,Burn,100,93.0,1.40,3,6.00,"LEE ",DEF,4.2,6
251,Gudmundsson,100,331.0,1.60,4,1.00,"WHU ",MID,5.4,0
252,Giroud,100,13.0,0.20,2,2.00,"FUL ",FWD,6.7,0
253,McArthur,0,0.0,0.00,4,2.00,"MCI ",MID,5.2,0
254,Söyüncü,100,270.0,2.80,2,1.00,"SOU ",DEF,5.3,2
255,Fernandinho,100,204.0,1.40,3,6.00,"CRY ",DEF,5.4,6
256,Clark,100,333.0,1.20,3,1.00,"ARS ",DEF,4.5,1
257,Doherty,75,0.0,0.00,2,0.00,"SHU ",DEF,5.6,0
258,Ajayi,100,230.0,0.80,2,6.00,"WOL ",DEF,4.8,2
259,Brady,0,24.0,0.20,4,2.00,"WHU ",MID,5.0,0
260,Jones,100,13.0,0.20,4,1.00,"MUN ",MID,4.4,0
261,Lascelles,0,180.0,0.40,3,1.00,"ARS ",DEF,4.2,0
262,Ampadu,100,307.0,0.20,4,0.00,"TOT ",DEF,4.3,0
263,Norwood,100,412.0,2.20,4,1.00,"TOT ",MID,4.5,2
264,McBurnie,0,94.0,1.20,4,0.00,"TOT ",FWD,5.6,0
265,"André Gomes",100,185.0,1.20,2,1.60,"AVL ",MID,5.3,2
266,Milner,100,325.0,1.60,4,1.00,"MUN ",MID,5.3,0
267,Lewis,100,0.0,0.00,3,1.00,"ARS ",DEF,4.1,0
268,Egan,100,283.0,2.20,4,0.00,"TOT ",DEF,4.7,-1
269,Burke,100,190.0,1.40,4,2.00,"TOT ",MID,4.1,1
270,Djenepo,100,53.0,0.80,4,0.00,"LEI ",MID,5.4,0
271,Sissoko,100,111.0,1.00,2,0.00,"SHU ",MID,4.7,0
272,Jiménez,25,111.0,1.00,2,1.00,"WBA ",FWD,8.1,0
273,"Mac Allister",100,111.0,1.00,3,6.00,"LEE ",MID,5.3,1
274,Matip,0,0.0,0.00,4,0.00,"MUN ",DEF,5.4,0
275,Sánchez,100,180.0,1.40,2,1.00,"SHU ",DEF,5.2,0
276,Masuaku,50,156.0,1.00,2,0.00,"BUR ",DEF,4.3,0
277,Davies,100,329.0,2.60,2,2.30,"AVL ",MID,5.2,0
278,Minamino,100,151.0,1.00,4,1.00,"LEI ",MID,6.0,1
279,Bergwijn,100,31.0,0.40,2,5.00,"SHU ",MID,7.0,4
280,Haller,0,0.0,0.00,2,0.00,"BUR ",FWD,6.1,0
281,"David Luiz",100,90.0,0.20,2,6.00,"NEW ",DEF,5.4,1
282,Batshuayi,100,6.0,1.20,4,1.00,"MCI ",FWD,5.7,0
283,Hayden,0,45.0,0.20,3,0.00,"ARS ",MID,4.6,0
284,Osborn,100,334.0,3.40,4,0.00,"TOT ",MID,4.7,2
285,O'Shea,100,297.0,2.20,2,1.00,"WOL ",DEF,4.2,1
286,Cahill,75,360.0,1.20,4,0.00,"MCI ",DEF,4.5,0
287,Llorente,100,450.0,4.60,3,0.00,"BHA ",DEF,4.4,2
288,Fraser,0,90.0,0.40,3,0.00,"ARS ",MID,5.6,0
289,Sharp,0,90.0,0.40,4,1.00,"TOT ",FWD,5.5,0
290,Balbuena,100,117.0,-0.20,2,0.00,"BUR ",DEF,4.1,0
291,Partey,100,382.0,2.40,2,6.00,"NEW ",MID,4.9,1
292,Mendy,100,7.0,0.20,2,0.00,"SOU ",MID,4.2,0
293,Roberts,100,393.0,2.20,3,1.00,"BHA ",MID,4.6,2
294,Henderson,100,450.0,3.80,4,0.00,"LIV ",GKP,5.2,0
295,James,100,183.0,1.20,4,0.00,"LIV ",MID,6.2,0
296,Fernández,100,270.0,0.80,3,0.00,"ARS ",DEF,4.7,0
297,Basham,25,90.0,0.00,4,1.00,"TOT ",DEF,4.6,0
298,Grant,100,17.0,0.20,2,0.00,"WOL ",FWD,5.6,0
299,Connolly,100,23.0,0.20,3,0.00,"LEE ",FWD,5.2,0
300,Praet,100,63.0,0.40,2,0.00,"SOU ",MID,5.2,0
301,Phillips,25,94.0,1.80,4,1.00,"MUN ",DEF,4.1,0
302,Stevens,100,94.0,1.80,4,1.00,"TOT ",DEF,5.0,0
303,Nketiah,100,94.0,1.80,2,0.00,"NEW ",FWD,5.3,0
304,Koch,100,42.0,0.80,3,0.00,"BHA ",DEF,4.3,1
305,Thiago,100,342.0,2.20,4,3.00,"MUN ",MID,5.5,0
306,Bogle,100,169.0,1.60,4,1.00,"TOT ",DEF,4.3,1
307,Diop,100,450.0,1.80,2,0.00,"BUR ",DEF,4.3,2
308,Lamptey,0,0.0,0.00,3,0.00,"LEE ",DEF,4.6,0
309,Mitchell,100,0.0,0.00,4,0.00,"MCI ",DEF,3.8,1
310,Maja,100,144.0,2.20,4,3.10,"CHE ",FWD,5.2,2
311,"Willian José",100,383.0,3.40,2,2.70,"WBA ",FWD,6.8,0
312,Dann,100,90.0,0.20,4,0.00,"MCI ",DEF,4.2,1
313,Diangana,100,0.0,0.00,2,0.00,"WOL ",MID,5.0,0
314,Elneny,100,106.0,0.80,2,1.00,"NEW ",MID,4.2,11
315,Allan,100,270.0,1.20,2,1.60,"AVL ",MID,5.2,2
316,"Sean Longstaff",100,363.0,2.40,3,0.00,"ARS ",MID,4.6,2
317,Stephens,100,0.0,0.00,4,1.00,"LEI ",DEF,4.6,2
318,Sawyers,100,0.0,0.00,2,2.00,"WOL ",MID,4.6,0
319,Ryan,100,90.0,0.40,2,6.00,"NEW ",GKP,4.1,6
319,Ryan,100,90.0,0.40,2,0.00,"NEW ",GKP,4.1,6
320,"El Mohamady",100,90.0,0.20,3,1.60,"EVE ",DEF,4.3,0
321,Brewster,100,181.0,1.00,4,1.00,"TOT ",FWD,4.3,1
322,Matic,100,1.0,0.20,4,0.00,"LIV ",MID,4.7,0
323,Dubravka,100,450.0,3.00,3,0.00,"ARS ",GKP,4.8,1
324,Alzate,100,0.0,0.00,3,0.00,"LEE ",MID,4.2,0
325,Ritchie,75,360.0,3.20,3,0.00,"ARS ",MID,4.9,2
326,Carroll,100,1.0,0.20,3,2.00,"ARS ",FWD,5.1,0
327,Berge,25,0.0,0.00,2,0.00,"NEW ",MID,4.9,1
328,Cédric,100,45.0,0.00,2,12.00,"NEW ",DEF,4.6,0
329,Marí,100,270.0,1.60,2,0.00,"NEW ",DEF,4.4,0
330,Hause,100,0.0,0.00,3,1.50,"EVE ",DEF,4.4,0
331,Clyne,100,0.0,0.00,4,1.00,"MCI ",DEF,4.5,0
332,Manquillo,100,0.0,0.00,3,1.00,"ARS ",DEF,4.2,0
333,Cairney,0,0.0,0.00,4,0.00,"CHE ",MID,5.2,0
334,Bailly,100,0.0,0.00,4,0.00,"LIV ",DEF,4.8,0
335,Krafth,100,78.0,0.20,3,1.00,"ARS ",DEF,4.2,0
336,Gayle,100,131.0,1.40,3,0.00,"ARS ",FWD,5.9,1
337,Bryan,100,270.0,1.40,4,1.00,"TOT ",DEF,3.9,0
338,"Lo Celso",100,290.0,1.40,2,0.00,"SHU ",MID,6.9,3
339,Fredericks,100,94.0,0.80,2,0.00,"BUR ",DEF,4.2,0
340,Pereira,100,154.0,1.00,2,0.00,"SOU ",DEF,5.9,0
341,Kabak,100,441.0,3.60,4,3.80,"MUN ",DEF,5.0,0
342,Diallo,100,393.0,2.00,4,1.00,"LEI ",MID,4.5,1
343,Rodon,100,360.0,2.40,2,2.00,"SHU ",DEF,5.0,0
344,Lamela,100,75.0,0.80,2,0.00,"SHU ",MID,5.7,1
345,Noble,100,329.0,1.80,2,0.00,"BUR ",MID,4.5,0
346,Olsen,100,180.0,2.60,2,2.30,"AVL ",GKP,4.5,0
347,Shaqiri,100,1.0,0.20,4,2.00,"MUN ",MID,6.4,0
348,Schär,75,0.0,0.00,3,0.00,"ARS ",DEF,4.8,-2
349,Yokuslu,100,450.0,2.40,2,2.20,"WOL ",MID,4.5,2
350,Johnson,100,128.0,0.80,2,0.00,"BUR ",DEF,3.9,0
351,Lanzini,100,24.0,0.40,2,1.00,"BUR ",MID,6.4,2
352,Ødegaard,100,196.0,1.00,2,1.50,"NEW ",MID,5.8,3
353,Arrizabalaga,100,90.0,1.80,2,0.00,"FUL ",GKP,4.7,0
354,Fuchs,100,0.0,0.00,2,0.00,"SOU ",DEF,4.5,0
355,"van de Beek",100,15.0,1.20,4,0.00,"LIV ",MID,6.6,0
356,Livermore,100,1.0,0.20,2,2.00,"WOL ",MID,4.7,0
357,Martinelli,100,210.0,2.60,3,1.00,"EVE ",MID,4.9,6
358,Ramsey,100,81.0,0.80,3,1.90,"EVE ",MID,4.5,1
359,Cork,100,180.0,0.80,4,0.00,"WHU ",MID,5.0,2
360,Telles,100,0.0,0.00,4,0.00,"LIV ",DEF,5.3,0
361,Hernández,100,0.0,0.00,3,1.50,"EVE ",MID,5.7,1
362,Aké,100,0.0,0.00,3,0.00,"CRY ",DEF,5.4,6
363,Hourihane,0,0.0,0.00,3,1.50,"EVE ",MID,5.9,0
364,Nakamba,100,127.0,0.80,3,1.90,"EVE ",MID,4.3,0
365,McCarthy,100,38.0,0.40,4,2.00,"MCI ",MID,4.3,0
366,Amartey,100,135.0,0.00,2,0.00,"SOU ",DEF,3.9,0
367,Mata,100,0.0,0.00,4,0.00,"LIV ",MID,5.8,0
368,Forster,100,360.0,2.40,4,0.00,"LEI ",GKP,4.0,0
369,Ivanovic,0,12.0,0.20,2,0.00,"WOL ",DEF,4.4,0
370,Vitinha,100,57.0,0.60,2,0.00,"WBA ",MID,4.7,2
371,Davis,100,87.0,2.20,3,2.60,"EVE ",FWD,4.2,1
372,Jahanbakhsh,100,29.0,0.60,3,0.00,"LEE ",MID,5.4,1
373,Bernard,100,0.0,0.00,2,1.00,"AVL ",MID,5.7,1
374,Dummett,100,450.0,1.00,3,0.00,"ARS ",DEF,4.4,1
375,Tella,100,229.0,2.00,4,0.00,"LEI ",MID,4.3,1
376,Marçal,25,0.0,0.00,2,0.00,"WBA ",DEF,4.7,0
